Set,Date,date2,Where,Description,State,Number,Zipcodes,notes,cause
FY 2012,03/10/2012,03/03/2012,"Tire Centers LLC, Decatur, AL 35601",Worker repairing an off-road tire was killed when the multi-piece rim exploded and struck him.,AL,1,35601,,
FY 2012,03/10/2012,03/06/2012,"Berlanga General Painting, Eagle Pass, TX 78852",Worker using an aerial lift to paint air ducts died after falling nearly 30 feet from a catwalk.,TX,1,78852,,
FY 2012,03/10/2012,03/06/2012,"Epstein Construction Inc., Chicago, IL 60661",Construction manager driving his truck on worksite suffered an apparent heart aneurism causing him to lose control of vehicle and strike a piece of construction equipment.,IL,1,60661,,
FY 2012,03/10/2012,03/06/2012,"National Steel City LLC, Calvert, AL 36513",Worker installing duct work in building under construction died after falling 60 feet.,AL,1,36513,,
FY 2012,03/10/2012,03/07/2012,"Sieveking Inc., Hazelwood, MO 63042",Worker using a portable ladder to hook a hose to a fuel tank truck died after falling 10 feet off the ladder to pavement.,MO,1,63042,,
FY 2012,03/10/2012,03/08/2012,"Nugent's Tree Service Inc., Massapequa, NY 11758",Worker died after falling while trimming trees.,NY,1,11758,,
FY 2012,3/17/2012,2/24/2012,"Worldwide Technologies GPA, Franklin, KY 42134",Worker in a tool manufacturing facility broke his neck when he was pulled into a machine used to rotate and shape metals.,KY,1,42134,,
FY 2012,3/17/2012,2/27/2012,"Gulf Equipment Corporation, Auburn, AL 36849",Worker performing duties inside a highway construction zone was struck and killed by a passenger vehicle.,AL,1,36849,,
FY 2012,3/17/2012,2/29/2012,"B&B Well Drilling, Laton, CA 93242",Worker at an oil rig was killed when a 300-pound clamp that he tried to attach to a well drilling machine fell on him.,CA,1,93242,,
FY 2012,3/17/2012,03/06/2012,"J.V. Industrial Companies Ltd., Memphis, TN 38109","One worker was killed, two were burned, when a gas pipe they were working on exploded.",TN,1,38109,,
FY 2012,3/17/2012,03/07/2012,"Neftail Lawn Care, Coral Gables, FL 33156",Worker using an extended saw to cut down tree palms was electrocuted when the palm swayed and touched a power line.,FL,1,33156,,
FY 2012,3/17/2012,03/09/2012,"Arsham Metal Industries Inc., Houston, TX 77041","One worker was killed, two injured, when a stack of 1,400-pound metal casting molds fell on top of them while they were on break inside an aluminum and metals facility.",TX,1,77041,,
FY 2012,3/17/2012,03/10/2012,"Survey Solutions Inc., St. Clair Shores, MI 48081",Worker inside a roadway work zone was struck and killed by a vehicle.,MI,1,48081,,
FY 2012,3/17/2012,03/11/2012,"Capital City Cab Service, Steelton, PA 17113",Cab driver was shot and killed.,PA,1,17113,,
FY 2012,3/17/2012,03/12/2012,"Affiliated Machinery Inc., Pearland, TX 77581",Worker using a forklift to move machinery died after becoming pinned between the forklift and the pallet rack.,TX,1,77581,,
FY 2012,3/17/2012,03/12/2012,"Children's Hospital & Health System, Milwaukee, WI 53226",A housekeeping employee was found on the bathroom floor: possible heart attack.,WI,1,53226,,
FY 2012,3/17/2012,03/12/2012,"Pace Residential LP, Houston, TX 77042",Worker making repairs around a sky light at a residential facility died after falling 22 feet through the skylight.,TX,1,77042,,
FY 2012,3/17/2012,3/13/2012,"Amerilam Supply Group, Knoxville, TN 37918",Worker was struck and killed by a delivery truck while crossing the road to get to the company warehouse.,TN,1,37918,,
FY 2012,3/17/2012,3/13/2012,"Eberts Electric Inc., Amherst, NY 14226",Worker replacing a device that limits the amount of current in an electrical circuit was electrocuted after touching a live electrical component.,NY,1,14226,,
FY 2012,3/17/2012,3/14/2012,"Maury County Highway Dept., Columbia, TN 38401",Worker on a highway construction site died after falling 40 feet from an aerial boom that broke from the aerial lift truck.,TN,1,38401,,
FY 2012,3/17/2012,3/14/2012,"Tyson Fresh Meats Inc., Dakota City, NE 68731",Worker repairing an adjustable lift platform inside a meat packing facility was crushed when the chain holding the platform broke.,NE,1,68731,,
FY 2012,3/17/2012,3/15/2012,"Berkeley Forge & Tool Inc., Berkeley, CA 94710",Worker at a tool manufacturing facility was killed when a piece from a pneumatic grinder he was welding struck his head.,CA,1,94710,,
FY 2012,3/17/2012,3/15/2012,"Kelley Bean Company Inc., Brush, CO 80723",Worker was engulfed after standing on a pile of beans at a bean plant.,CO,1,80723,,
FY 2012,3/24/2012,02/04/2012,"Conagra Foods Lamb Weston Inc., Connell, WA 99326",Worker at a frozen food manufacturing facility died after performing waste water treatment operations.,WA,1,99326,,
FY 2012,3/24/2012,2/14/2012,"Richard Knight, White Swan, WA 98952",Worker was struck and killed by a large alfalfa bale.,WA,1,98952,,
FY 2012,3/24/2012,2/22/2012,"Danny Mallard, Whitesboro, TX 76273",Worker installing an advertising billboard died after falling 30 feet.,TX,1,76273,,
FY 2012,3/24/2012,2/22/2012,"Port Newark Container Terminal LLC, Newark, NJ 07114",Worker at a container terminal died after being caught between two cargo containers.,NJ,1,7114,,
FY 2012,3/24/2012,2/24/2012,"Equipos de Bequeron, Las Piedras, PR 00771",Worker was thrown from a truck and killed when equipment the truck was carrying caused the truck to crash.,PR,1,771,,
FY 2012,3/24/2012,03/01/2012,"Professional Roofing Services Inc., Ortonville, MI 48433",Worker performing roofing activities was electrocuted while moving a ladder that touched an overhead power line.,MI,1,48433,,
FY 2012,3/24/2012,03/04/2012,"JM Manufacturing Inc., Umatilla, OR 97882",Worker performing maintenance at a pipe fitting manufacturer was killed when a 396-pound plastic pipe fell on him.,OR,1,97882,,
FY 2012,3/24/2012,03/06/2012,"Daniel Smith, dba Smith Logging, Holly Pond, AL 35083",Worker performing logging operations died from head injuries after being struck by a tree.,AL,1,35083,,
FY 2012,3/24/2012,03/09/2012,"Peninsula Sanitary Service Inc., Stanford, CA 94305",Worker on trash collection route was struck by unattended trash truck after exiting the truck to stop a dumpster from rolling down the street.,CA,1,94305,,
FY 2012,3/24/2012,3/13/2012,"Shelter Design and Construction, Lakeway, TX 78734",Worker repairing a second-floor window died after falling 11 feet to the concrete slab.,TX,1,78734,,
FY 2012,3/24/2012,3/16/2012,"Oscar's Painting, Rancho Cucamonga, CA 91730",Three workers painting inside a facility were found dead from carbon monoxide poisoning after a gasoline-powered air compressor was running without fuel.,CA,3,91730,,
FY 2012,3/24/2012,3/19/2012,"D & E Tree Service, Scio, OH 43988","Worker trimming trees from inside a truck's elevated bucket was killed when the bucket fell, crushing him between it and the truck's cab.",OH,1,43988,,
FY 2012,3/24/2012,3/20/2012,"Brantec Packaging Machinery Corp., Fort Mill, SC 29715",Worker at a packaging manufacturer was struck and killed by a forklift.,SC,1,29715,,
FY 2012,3/24/2012,3/20/2012,"D & K Logging Inc., Danville, WV 25053",Worker trimming an oak tree was killed when another uprooted tree fell on him.,WV,1,25053,,
FY 2012,3/24/2012,3/20/2012,"Donner Plumbing and Heating Inc., Portales, NM 88130","Worker for a plumbing and heating company who was unbolting equipment attached to a hoist was killed when the hoist frame collapsed, pinning the worker between the framing.",NM,1,88130,,
FY 2012,3/24/2012,3/20/2012,"Genpak LLC, Columbus, OH 43228",Worker at a packing and crating facility who was cleaning a machine used to make rolls of plastic was killed after being pulled into the machine.,OH,1,43228,,
FY 2012,3/24/2012,3/20/2012,"OGE Red Bud Power Plant, Luther, OK 73054",Worker tightening bolts on a steam drum died from blunt force trauma and burns when increased pressure caused drum to explode.,OK,1,73054,,
FY 2012,3/24/2012,3/20/2012,"Rayson Logging, Dundee, OH 44624",Worker performing logging operations was struck and killed by a tree.,OH,1,44624,,
FY 2012,3/24/2012,3/20/2012,"Suderman Stevedore Inc., Galveston, TX 77550",Worker was found deceased in a restroom.,TX,1,77550,,
FY 2012,3/24/2012,3/20/2012,"Valsala Inc., Paw Paw, IL 61353",Worker installing a sensor on the highway was struck and killed by a semi-truck.,IL,1,61353,,
FY 2012,3/24/2012,3/23/2012,"Harrington Plastics, Chino, CA 91710",Worker delivering loads of fiberglass was killed when a 420-pound load struck him on the head and landed on his chest.,CA,1,91710,,
FY 2012,3/24/2012,3/23/2012,"Kachur Tree Service, South Bend, IN 46637",Worker was struck on the head and killed by a falling tree limb that was cut by another worker.,IN,1,46637,,
FY 2012,3/24/2012,3/26/2012,"Gilley Construction Inc., Manchester, TN 37355",Worker died from an apparent drowning after falling from a barge into the water.,TN,1,37355,,
FY 2012,3/31/2012,02/08/2012,"Serra Stone Corp., Bethesda, MD 20816",Worker at a stone products manufacturer who was attempting to enter his work vehicle died when he was pinned against a brick wall after the truck rolled.,MD,1,20816,,
FY 2012,3/31/2012,2/13/2012,"Southern Management Corp., Towson, MD 21204","Worker for a management facility who was operating a car lift died when the carriage came out of the track and flipped over, ejecting the worker down a 20 foot shaft.",MD,1,21204,,
FY 2012,3/31/2012,2/15/2012,"Mad River Glen Ski Area, Waitsfield, VT",A ski instructor at a ski resort died after becoming stuck in a wall opening.,VT,1,5673,,
FY 2012,3/31/2012,2/23/2012,"FM Property Services, Union, NJ",Worker died after falling eight feet while installing ceiling tiles from a ladder.,NJ,1,7083,,
FY 2012,3/31/2012,3/13/2012,"Alaska Heliskiing LLC, Hanes, AK 998273",Worker at a snow ski resort was buried under nearly eight feet of snow after an avalanche.,AK,1,98273,,
FY 2012,3/31/2012,3/18/2012,"Community Asphalt Corporation, Vero Beach, FL 32967","Worker refueling the company truck slipped and fell to the ground, sustaining rib fractures. He later died from health complications.",FL,1,32967,,
FY 2012,3/31/2012,3/19/2012,"Home Goods, Oakdale, MN 55128","Worker at a retail store, setting up a bag holder, died when a metal piece from the holder struck him in the head.",MN,1,55128,,
FY 2012,3/31/2012,3/21/2012,"A & D Air Conditioning & Refrigeration Inc., Boca Raton, FL 33432",Worker installing piping and sheet metal to the HVAC system of a restaurant died after falling 40 feet through the building's shaft.,FL,1,33432,,
FY 2012,3/31/2012,3/21/2012,"Vermont Electric Cooperative Inc., Johnson, VT 05656",Worker trimming trees was electrocuted after touching a live conductor.,VT,1,5656,,
FY 2012,3/31/2012,3/22/2012,"Breeze National Inc., New York, NY 10027",Worker for a trash and junk disposal company was killed when part of a two-story building collapsed.,NY,1,10027,,
FY 2012,3/31/2012,3/23/2012,"Burton Hydro-Vac, El Paso, TX 79905",Worker using a vacuum truck to remove water from a hole died after a pipe came loose and hit his head.,TX,1,79905,,
FY 2012,3/31/2012,3/23/2012,"Cambelt International, Salt Lake City, UT 84104",Worker was crushed between the hydraulic ram and bullister of a press during maintenance operations.,UT,1,84104,,
FY 2012,3/31/2012,3/23/2012,"Troon Golf LLC, Palm Beach Gardens, FL 33418","Worker driving a cart on a golf course drowned when the cart landed in a lake, pinning him underwater.",FL,1,33418,,
FY 2012,3/31/2012,3/24/2012,"Daniel Coates Farm, Fuquay Varina, NC 27526",Farm worker was struck and killed when a box of feed stock fell on him.,NC,1,27526,,
FY 2012,3/31/2012,3/24/2012,"Fire Brick Engineers Company Inc., Marlon, AL 36756-0670",Worker replacing the lining of a furnace was crushed between the cleaning equipment and wall. Equipment had not been locked out.,AL,1,36756,,
FY 2012,3/31/2012,3/24/2012,"Proctor & Gamble Paper Products Co., Mehoopany, PA 18629",Worker was performing maintenance on a paper mill machine was killed when his head became trapped between the oscillating shower head feed pipe and a stationary water return duct.,PA,1,18629,,
FY 2012,3/31/2012,3/27/2012,"HD Supply Waterworks, Pineville, NC 28134","Worker for a plumbing supplies company who was loading materials on a flatbed truck died when he fell 4 feet off the truck, and was then struck by a 420-pound pipe.",NC,1,28134,,
FY 2012,3/31/2012,3/27/2012,"J & S Industries, Friendswood, TX 77546",Worker trimming trees was electrocuted when his aluminum saw touched a transmission line.,TX,1,77546,,
FY 2012,3/31/2012,3/27/2012,"Lockhart Concrete Company, Kent, OH 44240",Worker at a concrete manufacturing facility was crushed between a precast concrete slab and excavator.,OH,1,44240,,
FY 2012,3/31/2012,3/28/2012,"Massman Traylor Alberici, A Joint Adventure, East St. Louis, IL 62202","Employee was working in an aerial lift over a river when a steel pile fell and struck the boom of the lift. The worker, still in the basket, fell into the river and drowned.",IL,1,62202,,
FY 2012,3/31/2012,3/28/2012,"Utilicon Solutions LTD, dba Highlines Construction, Wabbaseka, AR 72775",Worker replacing utility poles was electrocuted.,AR,1,72775,,
FY 2012,3/31/2012,3/29/2012,"Hathaway Ranch and Oil Museum, Santa Fe Springs, CA 90670","Worker at a ranch museum who was driving a tractor died after it overturned, pinning the worker to the ground.",CA,1,90670,,
FY 2012,3/31/2012,3/29/2012,"Modern American Recycling Services Inc., Gibson, LA 70356",Worker cutting a metal platform at a scrap yard died when a partially cut metal piece fell on him.,LA,1,70356,,
FY 2012,3/31/2012,3/29/2012,"Tech Systems Contracting, Hayes, VA 23072",Worker performing electrical prep work from a ladder died after falling and hitting his head on concrete floor.,VA,1,23072,,
FY 2012,3/31/2012,3/30/2012,"Frit Industries Inc., Walnut Ridge, AR 72476",Worker inspecting the removal of compacted soil from inside a fertilizer mixer died when he became engulfed in raw material after the mixer was turned on.,AR,1,72476,,
FY 2012,3/31/2012,3/30/2012,"Huntersville Hardwoods Inc., Huntersville, NC 28070",Worker was struck and killed by a fork truck while walking to a break area.,NC,1,28070,,
FY 2012,04/07/2012,3/20/2012,"Brantec Packaging Machinery Corp., Fort Mill, SC 29715",Worker was struck and killed by a forklift while walking through a bay door.,SC,1,29715,,
FY 2012,04/07/2012,3/25/2012,"Metropolitan Water Reclamation District, Cicero, IL 60804","Worker making sewer maintenance repairs stepped into a hole, injuring his ankle and back. The worker later died from complications during surgery.",IL,1,60804,,
FY 2012,04/07/2012,3/28/2012,"Marine Terminals Corporation - East dba Ports Amer, Savannah, GA 31401",Worker was struck and killed by a forklift at a marine terminal.,GA,1,31401,,
FY 2012,04/07/2012,04/01/2012,"Mersen USA St. Mary's PA-Corp., St. Mary's, PA 15857","Worker operating a powered industrial truck died when the raised fork from another truck struck his leg, cutting a main artery.",PA,1,15857,,
FY 2012,04/07/2012,04/02/2012,"Metroclean Commercial Building Services, Houston, TX 77067",Worker performing floor wax stripping duties was found deceased.,TX,1,77067,,
FY 2012,04/07/2012,04/02/2012,"Rumstick Construction Inc., Rollingstone, MN 55969",Worker performing residential construction died after falling 14 feet from a ladder.,MN,1,55969,,
FY 2012,04/07/2012,04/03/2012,"ET&T Corp., Rosedale, MD 21237",Worker making repairs underneath a trailer was killed when the trailer fell on him.,MD,1,21237,,
FY 2012,04/07/2012,04/03/2012,"J & E Industries LLC, New York, NY 10001",Worker was killed at a construction site when a crane fell on him.,NY,1,10001,,
FY 2012,04/07/2012,04/03/2012,"Mericle Mechanical Inc., Mettler, CA 93313",Worker repairing a HVAC unit on a warehouse roof died after falling 39 feet through a skylight.,CA,1,93313,,
FY 2012,04/07/2012,04/03/2012,"Outdoor Advertising Services, Snow Hill, NC 28580",Worker setting up a metal ladder alongside a billboard was electrocuted when the ladder touched a power line.,NC,1,28580,,
